statement,category,behavior,everyday,figure_of_speech,judgment,opinion,reasoning,x_tsne,x_pca,y_tsne,y_pca
if max rolls in the aisles then sam feels concern for the mental wellbeing of max after seeing them roll down the aisles of the grocery store,People and self,0,0,0,1,0,1,-24.886112,0.20806743735072913,-68.353035,0.00642132614546507
if max satisfies max's curiosity then max intends to to educate and inform sam regarding something he she was excited about and wanted to know more,General reference,1,0,1,1,1,1,-41.893032,0.23531011366127744,-56.93598,0.04403890484711678
if max signs the real estate deed then sam wants to celebrate the successful closing and the commission they earned by going out for a nice dinner,Human activities,1,1,0,1,1,1,-49.229824,0.2237917370052018,-61.52429,0.09733323385981707
if max starts max's business then max intends to be financially independent proud about acquired power social leverage running own business,People and self,1,1,0,0,0,1,-57.259388,0.185483952272186,-34.892834,0.10732148665558652
if max sweeps sam off their feet then sam feels sam is likely thrilled that max is making the effort to sweep y off his her feet and having an emotional event as a result that is very positive,People and self,1,1,0,1,1,1,-31.262844,0.2656691678318103,-66.296524,0.03906304577545307
if max takes a wrong turn at albuquerque then max feels sad anxious dissapointed that they did not end up where they wanted to be,People and self,1,1,0,1,1,1,-29.19093,0.17042319865419858,-33.8514,-0.05023371264283918
if max tells sam to meet then max wants to let sam know what to wear and or bring ie money for a restaurant warm clothes for a hockey game resume for an interview,Human activities,1,1,0,1,1,1,-35.79246,0.2303576526366954,-78.860054,0.017009161378541093
if max tries different things then max needs to tell their friends about the things they are going to try so they can get advise or suggestions,People and self,1,1,0,1,1,1,-40.922222,0.17317237949865835,-53.673748,0.061100697076317885
if max waits a long time then max gets assurance eg via text call or face to face communication that the delay will not last much longer,Human activities,1,1,0,1,1,1,-45.189457,0.17032015119602054,-42.886646,0.052317384934533126
if max wants to go to school then max drives around the areas near the school they want to attend looking for an apartment that would be closeby,General reference,1,0,0,1,1,1,-63.777435,0.11486588099154725,-25.319557,0.04031364084542909
if opportunity doesn t knock build a door,Philosophy and thinking,1,0,1,1,1,0,6.151963,-0.04569887640785675,-23.889233,-0.039049220233327034
if people can telecommute during the pandemic there is no need to meet in person,Religion and belief systems,0,0,0,0,0,1,-31.536774,-0.11858694685985952,50.783745,-0.0019997548732748217
if people don't tie their shoes they will trip and fall when they start exercising,Human activities,0,0,1,0,0,0,1.8213522,-0.09163775346920654,-61.207973,-0.13671480631040436
if people leave a fast food store with a bag it would mean that they have cleaned up after themselves,Human activities,0,1,0,1,1,1,-9.128648,-0.04476904725093336,-55.99698,-0.08405371344713103
if people leave a fast food store with a bag they didn't pay for their order,Religion and belief systems,1,1,0,1,1,1,-8.581743,-0.06526492084523682,-55.376377,-0.055935467154075415
if people make more money by not working fewer people will work,People and self,1,1,0,1,1,1,-15.29735,-0.10581223374901888,7.4783845,0.015332353896857122
if people teach boys to hurt they will grow up violent,General reference,0,0,1,0,0,1,-30.781893,-0.06510813831024605,27.444593,-0.018211892080223967
if people turn to look at you in the street you are not well dressed but either too stiff too tight or too fashionable,General reference,0,0,0,1,0,1,53.614502,-0.11130996474758668,-5.3197284,-0.13334607403023055
if skill could be gained by watching every dog would become a butcher,Health and fitness,0,0,1,1,0,0,-16.530613,-0.03883389281279146,15.462279,-0.0846458140188342
if someone does not feel safe they should not wear a mask,Culture and the arts,1,0,0,1,1,1,-49.381847,-0.11201635012420257,48.2435,-0.003578223889579199
if someone does well in life they would usually look for ways to thank the people who helped them get where they are now,Culture and the arts,0,0,0,0,1,1,13.211994,-0.03987098035415069,25.981798,0.01720958736160753
if someone eats healthier they would also likely consider exercise sleep quality and other aspects of wellness,Health and fitness,1,1,0,1,1,1,7.397158,-0.08989704558321164,-59.953575,-0.06405112273950875
if someone has a fever they should try and get into a hot tub,People and self,1,1,0,1,1,0,-6.5356965,-0.07799914477733112,-32.57786,-0.13078540250691853
if someone keeps working a great deal it could be terrible for their health,Health and fitness,1,0,0,0,0,1,20.586872,-0.07644619712433608,-9.577579,-0.06810235051597284
if someone outdraws you smile and walk away here s plenty of time to look tough when you re out of sight,Philosophy and thinking,1,1,1,1,1,1,24.39366,-0.04129633254739263,-0.943673,-0.08589496545211849
if someone pours gas on your indoor fireplace while it is burning run,Natural and physical sciences,0,0,0,0,0,0,-48.565407,-0.06663774953742006,-10.460276,-0.09920924098733865
if someone scratches a lottery ticket they will check to see if they win any money,People and self,0,1,0,1,0,0,12.111367,0.00037376701174364555,-33.4663,-0.0934426192803456
if someone wants a new look they are a fool to betray their own sense of style in favor of being trendy,Human activities,1,0,0,1,1,0,55.783028,-0.11664689493166625,-5.360447,-0.06093618907302854
if someone were to see a bat they would take a picture of it,Culture and the arts,1,1,0,1,1,1,15.692876,-0.05735774485828024,-45.067547,-0.08283999683776651
if someone works well they can afford to spend the rest of the day not doing anything,Human activities,1,1,0,1,1,1,34.00234,-0.035800642116128795,-21.742195,-0.05419613255574771
if someone's daughter is in high school or college sports they wouldn't like the idea of her sharing a bathroom or locker room and competing with a biological male,People and self,1,0,0,1,1,1,-38.540596,-0.07255800710352768,35.465,-0.011125295155198825
if something is absurd in fact and reality it is absurd as an idea,Philosophy and thinking,1,0,1,1,1,1,42.41152,-0.07195724142979182,29.307943,-0.034540214792068834
if the company disregards signals that help it improve its customers will choose another brand,Human activities,0,0,1,0,1,1,24.083763,-0.07573494758100921,-15.907946,-0.037516468780368586
if the covid positivity rate is low mask mandates should be lifted,Health and fitness,1,0,0,1,1,1,-49.244232,-0.11428185262140748,52.800594,0.11022605945780213
if the covid relief bill is packed with a lot of spending not related to covid people would toss it in the dumpster,Health and fitness,1,0,1,1,1,1,-24.33626,-0.09559132162928799,63.014496,0.04910074024576476
if the facts don`t fit the theory change the facts,Philosophy and thinking,1,0,0,0,1,1,43.992123,-0.08302399909698976,28.308706,-0.02133975355394585
if the gods listened to the prayers of men all humankind would quickly perish since they constantly pray for many evils to befall one another,Religion and belief systems,1,0,1,1,1,1,48.836044,-0.08042791190834434,45.33819,-0.027963814611442775
if the lights owned by john is turned on then john would turn off the lights,Human activities,1,1,0,0,0,1,19.562975,0.07066940889966779,-32.6298,-0.07435927589927782
if the snake has no poison or the man has no ego no one fears them,Philosophy and thinking,1,1,1,1,1,1,13.920139,-0.05582942104070399,9.329626,-0.04136980144468546
if there were no schools to take the children away from home part of the time the insane asylums would be filled with mothers,Human activities,1,0,1,1,1,1,-31.436749,-0.0832718165712173,43.546215,-0.0030835043022700848
if there's a slight chance of getting the virus people should stay home,People and self,1,1,0,1,1,1,-40.238743,-0.09640168947663139,44.062954,-0.01832624499754521
if two people vaccinated against a disease get together the risk of disease transmission is extremely low,General reference,0,0,0,0,0,0,-42.95695,-0.09128435384635347,44.23793,-0.027532524156459546
if we are on a road trip then we should be careful to start the trip with a well maintained vehicle,Culture and the arts,0,1,0,1,1,1,12.789297,-0.10825180296673463,-19.197264,-0.004293082012161641
if we are taking out the garbage then we feel helpful,Religion and belief systems,0,0,0,0,0,1,13.026774,-0.054311850801594674,-53.099964,0.006756202565185655
if we ask for someone else to explain things they will think about it against their own justification,Philosophy and thinking,1,0,0,1,1,1,49.72807,-0.04661925580207165,17.689072,-0.0834088458425169
if we buy a new chair they will immediately give it away,Human activities,1,1,0,1,1,0,21.728254,-0.06056860380740931,-50.874016,-0.04015893811216231
if we don't sleep well then we might hide under our beds,General reference,1,1,0,1,1,1,-13.652006,-0.06370784051967372,-16.49164,-0.11075120468884
if we don`t change direction soon we`ll end up where we`re going,Philosophy and thinking,1,1,1,1,1,1,11.910565,-0.06091667234656646,50.66863,0.028538393499860825
if we feel a bit cold we would still feel alright,Culture and the arts,0,1,0,0,1,0,-4.150965,-0.0870990741433314,-27.568174,-0.10477688251031796
if we feel a little cold we might want to eat some ice cream,Human activities,1,1,0,1,1,1,-0.3737419,-0.05528601932905691,-29.155664,-0.0987735537265826
if we feel a little warm we would not shiver,Natural and physical sciences,0,1,0,0,0,0,-4.7534637,-0.06480862675517093,-27.807077,-0.12330034010089012
if we fight someone else we should punch them on the body,Culture and the arts,1,0,1,1,1,1,19.857803,-0.07821150465544963,-13.237292,0.006873990158492396
if we get on a crowded train they will immediately get off it,General reference,0,0,0,0,0,1,79.23617,-0.08604341733372751,-19.484009,-0.057172712476208774
if we get on an empty train we would stand instead of sit,Technology and applied sciences,1,1,0,1,1,1,83.07898,-0.04407687092389924,-19.322433,-0.06772335351440915
if we keep doing what we're doing we're going to keep getting what we're getting,Human activities,1,0,1,1,1,1,11.4185295,-0.08451411710771092,49.90999,0.06158199970216639
if we leave the building we would neglect to look both ways before crossing the street,Human activities,0,1,0,1,1,1,19.9478,-0.07743244740631149,-22.957712,-0.050839024753099184
if we leave the living room we would turn off the lights and the television,People and self,1,1,0,0,0,1,18.860044,-0.05299524700560256,-31.161934,-0.08162638168896535
if we pay our debts then we are better able to ask for a loan,Culture and the arts,0,0,0,0,1,0,14.338936,-0.053080687212039575,-9.641902,0.059419163868579344
if we pay someone else's debts they would feel relieved and relaxed,Society and social sciences,1,1,0,1,0,0,14.375133,-0.005390432846746276,-9.705212,0.035379843350870646
if we play rugby we are going to get hit,Health and fitness,1,1,0,1,0,1,17.67764,-0.04678227409151174,-14.45631,-0.04345179391145411
if we want to keep our representative working for us we cant be complacent,General reference,1,1,0,1,1,1,-6.226662,-0.08143831345472287,73.102455,0.18799723797678491
if we work ourself to the bone we can rest awhile to regain energy,General reference,0,1,1,1,0,1,32.742344,-0.08087005603226824,-20.543558,-0.03741349287340729
if we work the night shift we will sleep during the day so that we can be awake for work,People and self,1,1,0,1,0,1,36.322254,-0.0649404435343697,-18.178171,-0.01746940851718476
if we work the night shift we would be able to complete it successfully,Culture and the arts,0,1,0,0,1,1,36.170074,-0.026403386643180524,-18.209728,0.02995027130870765
if we work together we can elect new leaders,Society and social sciences,1,1,0,0,0,0,3.5121257,-0.09791875485339557,63.869373,0.23290751491252074
if you allow men to use you for your own purposes they will use you for theirs,Philosophy and thinking,1,1,1,1,1,1,33.13096,-0.021653406296365925,-0.020184424,-0.04822842249384454
if you are afraid of being lonely don`t try to be right,Philosophy and thinking,1,1,0,1,1,0,8.384086,-0.08245768423165548,0.87955564,-0.10678023268093567
if you are afraid of loneliness don`t marry,General reference,1,0,1,1,0,0,8.278459,-0.07407821749271287,0.6435306,-0.09329520444851276
if you are bitten by a cat you need to disinfect the wound right away as you could get an infection,General reference,0,1,0,0,0,0,-14.527875,-0.05794972381386995,-48.314377,-0.11532503594158397
