statement,statement_r,hash,behavior,everyday,figure_of_speech,judgment,opinion,reasoning,awareness,consensus,commonsensicality
Practicing tai chi promotes balance.,Practicing tai chi promotes balance.,7575d84521,0,1,0,1,0,0,0.9999992214938737,0.9999993450498488,0.9999992832718594
Praying together unites communities.,Praying together unites communities.,d57ef72658,1,0,0,1,1,0,0.9999947773496561,0.9999540854557798,0.9999744311957339
Precision in language ensures clarity.,Precision in language ensures clarity.,fdf63a34d8,0,0,0,1,1,0,0.9999994334471176,0.9999920211122832,0.9999957272728326
Precision medicine tailors treatment to individuals.,Precision medicine tailors treatment to individuals.,7929aeda47,0,1,0,1,0,0,0.9990905034152588,0.9999937860212726,0.9995420426816092
Predictive models anticipate trends.,Predictive models anticipate trends.,3face4cf74,0,1,0,1,0,0,0.9999983075574164,0.9999883908039863,0.9999933491684085
Preparation prevents poor performance.,Preparation prevents poor performance.,bb21172626,1,0,0,1,1,0,0.9999995037992145,0.9999977140004986,0.9999986088994561
Prevention is better than cure.,Prevention is better than cure.,b831f4e439,1,0,0,1,1,0,0.9999998248732015,0.999998920169838,0.9999993725214175
Prime numbers have only two divisors.,Prime numbers have only two divisors.,634dbe286f,0,1,0,0,0,0,0.9996082464505692,0.9996156275103139,0.9996119369736289
Prompt responses show consideration.,Prompt responses show consideration.,f600c1431c,1,1,0,1,1,1,0.9999998567531326,0.9999979826123876,0.999998919682321
Proof by contradiction validates theorems.,Proof by contradiction validates theorems.,56062a0c8e,1,1,0,1,0,0,0.958070712154564,0.8387346100416171,0.8964190231979978
Proper hygiene fosters wellbeing.,Proper hygiene fosters wellbeing.,d65e96de6b,0,1,0,1,0,1,0.9999999479163855,0.9999997590574722,0.9999998534869243
Proper posture prevents back pain.,Proper posture prevents back pain.,7ed665cb32,0,1,0,1,0,0,0.9999972827586028,0.9999868450786408,0.9999920639050035
Proportionate reasoning tackles diverse challenges.,Proportionate reasoning tackles diverse challenges.,52b1ecd56c,1,0,0,1,1,0,0.8948105864342456,0.6187691553835395,0.7440975680622588
Prose captures rhythm and tone.,Prose captures rhythm and tone.,30b96a690b,0,1,0,1,0,0,0.6270691595802121,0.9816467327871903,0.784576568432632
Protein supports muscle growth and repair.,Protein supports muscle growth and repair.,2d328f69d9,0,1,0,0,0,0,0.9999999769055852,0.9999999462383572,0.999999961571971
Proteins are made of amino acids.,Proteins are made of amino acids.,3a122b691e,0,1,0,0,0,0,0.9996654818662115,0.9999966738934836,0.9998310641665111
Protons have a positive charge.,Protons have a positive charge.,a8b3d2961d,0,1,0,0,0,0,0.9324622791169012,0.9999642415861748,0.9656235994137924
Public art beautifies urban spaces.,Public art beautifies urban spaces.,ed72544fd1,0,1,0,1,1,0,0.9999993540117813,0.9999992578443413,0.9999993059280601
Public health measures protect communities.,Public health measures protect communities.,c13cd29183,0,1,0,1,1,0,0.999999558766722,0.9999999845970305,0.9999997716818536
Public parks provide recreational spaces.,Public parks provide recreational spaces.,4a6c2fd443,0,1,0,1,0,0,0.9999999974507752,0.9999999775888134,0.9999999875197942
Punctuality shows respect.,Punctuality shows respect.,abebd3ba1b,1,1,0,1,1,0,0.9999997868732655,0.9999998995600231,0.9999998432166427
Pure laughter embodies joy.,Pure laughter embodies joy.,7dfabf8439,1,1,0,1,1,0,0.9998393972516739,0.9992820173347473,0.9995606684420963
"Pure, clear water quenches thirst instantly.","Pure, clear water quenches thirst instantly.",416182428c,0,1,0,0,0,0,0.9684151743954329,0.9940043004290593,0.981126316001063
Puzzles stimulate the brain.,Puzzles stimulate the brain.,f14d54886b,0,1,0,1,0,0,0.999999857561566,0.9999989201707427,0.9999993888660444
Quadratic equations have specific solutions.,Quadratic equations have specific solutions.,9a3b14fae3,0,1,0,0,0,0,0.8675237201957671,0.9980495250658028,0.9305007452574682
Quality sleep enhances focus.,Quality sleep enhances focus.,7d0c7f031a,0,1,0,1,0,0,0.9999999930981317,0.9999999673919155,0.9999999802450236
Quantum computing offers enormous processing power.,Quantum computing offers enormous processing power.,0e1361e2a5,0,1,0,0,0,0,0.9952104399277282,0.9982785151407011,0.9967432970547514
Quantum encryption promises heightened security.,Quantum encryption promises heightened security.,40369d9bfd,0,1,0,1,0,0,0.5325341345167846,0.9947069371202517,0.7278154971262806
Quantum mechanics deals with subatomic particles.,Quantum mechanics deals with subatomic particles.,85ae7543f7,0,1,0,0,0,0,0.9999938692783653,0.9999966738910602,0.9999952715837295
Radios amplify sound waves.,Radios amplify sound waves.,4d2a4935ac,0,1,0,0,0,0,0.983923533214125,0.7977940879899534,0.8859844117321791
Rain forests are biodiverse.,Rain forests are biodiverse.,f2c9f24601,0,1,0,0,0,0,0.9999999237581365,0.9999994220084791,0.9999996728832764
Rain nourishes plants and crops.,Rain nourishes plants and crops.,a0cebba212,0,1,0,0,0,0,0.9999999733656119,0.9999999927241521,0.9999999830448819
Rainbows appear after rain.,Rainbows appear after rain.,8802d7d5ac,0,1,0,0,0,0,0.9891219700603519,0.9565351436410351,0.9726921022143555
Rainbows appear when sunlight refracts through raindrops.,Rainbows appear when sunlight refracts through raindrops.,f6f6d27434,0,1,0,0,0,0,0.9999933063328259,0.9999540855024162,0.9999736957253318
Rainfall influences regional climates.,Rainfall influences regional climates.,5d4ceb35d1,0,1,0,0,0,0,0.9998013585511182,0.9991864593768831,0.9994938616774439
Rainforests play a key role in carbon sequestration.,Rainforests play a key role in carbon sequestration.,aa1c104d90,0,1,0,0,0,0,0.999996975248929,0.9999808597155901,0.9999889174497955
Ramadan is a holy month in Islam.,Ramadan is a holy month in Islam.,2ccecb74c7,1,1,0,1,0,0,0.999999991504041,0.9999999802221958,0.9999999858631184
Rational critique drives improvement.,Rational critique drives improvement.,faaf2d6c88,1,0,0,1,1,0,0.9999990729720645,0.9999957291969377,0.9999974010831035
Rational debate fosters progress.,Rational debate fosters progress.,6e49f749ac,1,0,0,1,1,0,0.9999998796369334,0.99999925784424,0.9999995687405384
Rational discourse resolves dilemmas.,Rational discourse resolves dilemmas.,85dc971228,1,0,0,1,1,0,0.9162867241821667,0.9102024102522834,0.9132395002587095
Rational exploration seeks truth.,Rational exploration seeks truth.,774cebe0bf,1,0,0,1,1,0,0.998984471670541,0.9999331954413619,0.9994587209854267
Rational methods solve issues.,Rational methods solve issues.,c97610e99c,1,1,0,1,1,0,0.9982478557584344,0.9982784826209837,0.9982631690722544
Rational models explain patterns.,Rational models explain patterns.,35cb1d53d5,0,1,0,1,0,0,0.9841336697214913,0.9998397517966159,0.9919556260584587
Rational review enhances policies.,Rational review enhances policies.,f840b21b71,1,1,0,1,1,0,0.9972838775523085,0.999660784887629,0.9984716239281509
Read books to expand knowledge.,Read books to expand knowledge.,447256e11f,1,1,0,1,1,0,0.9999999873138119,0.9999998710325243,0.9999999291731664
Reading bedtime stories strengthens family bonds.,Reading bedtime stories strengthens family bonds.,3b2a47b77e,1,1,0,1,1,0,0.9999999970495004,0.9999999113620259,0.9999999542057623
Reading before bed aids sleep.,Reading before bed aids sleep.,85d5aefc82,0,1,0,1,0,0,0.9999997931558269,0.9999937860212438,0.9999967895840246
Reading expands the mind.,Reading expands the mind.,a8fa1ddac7,0,1,0,1,1,0,0.9999999236293915,0.9999996906231092,0.9999998071262436
Reading inspires imagination.,Reading inspires imagination.,e91bd15f02,1,1,0,1,1,0,0.9999999999999992,0.9999999217772733,0.9999999608886355
Reading sacred texts offers wisdom.,Reading sacred texts offers wisdom.,0d9a9a4c30,1,0,0,1,1,0,0.9997764556295169,0.9999721511973251,0.9998742986257247
Reasoned negotiations achieve fair agreements.,Reasoned negotiations achieve fair agreements.,9798239179,1,1,0,1,1,0,0.9989256136842349,0.9974962366514504,0.9982106693202417
Recognizing biases refines judgment.,Recognizing biases refines judgment.,fd06ed7f81,1,0,0,1,1,1,0.9999946771006007,0.9999996027522594,0.9999971399233973
Recognizing patterns aids logical deduction.,Recognizing patterns aids logical deduction.,4219b08409,0,1,0,1,0,0,0.9999998745402753,0.9999994220085338,0.9999996482743789
Recycle to protect the planet.,Recycle to protect the planet.,9ac9ed5d81,0,1,0,0,1,0,0.9999995161435146,0.9999993450498852,0.9999994305966962
Recycling protects the environment.,Recycling protects the environment.,245b893958,0,1,0,0,0,0,0.999999877399445,0.9999996494300706,0.9999997634147513
Reflection deepens understanding.,Reflection deepens understanding.,5b1e2996ed,0,0,0,1,1,0,0.9999999498252836,0.9999994899243083,0.9999997198747695
Regular check-ups are important.,Regular check-ups are important.,0f4f48a71f,0,1,0,1,0,0,0.9999999711563976,0.9999998710325216,0.9999999210944583
Regular exercise releases endorphins.,Regular exercise releases endorphins.,c82563075c,0,1,0,0,0,0,0.9999985064230322,0.9999897549104249,0.9999941306571549
Regular flossing prevents gum disease.,Regular flossing prevents gum disease.,1e918032c4,0,1,0,0,0,0,0.999993771575538,0.9999721512155733,0.9999829613371246
Regular flossing supports dental health.,Regular flossing supports dental health.,c2a5d1b93d,0,1,0,0,0,0,0.9999999908424896,0.9999998710325225,0.9999999309375043
Regular physical exams detect issues early.,Regular physical exams detect issues early.,92156c2ed8,0,1,0,1,0,0,0.9999998673632106,0.9999999525555109,0.9999999099593598
Regularly updating passwords enhances security.,Regularly updating passwords enhances security.,c00782db2e,0,1,0,1,0,0,0.9999999473022079,0.9999992578441428,0.9999996025731159
Relational databases organize data efficiently.,Relational databases organize data efficiently.,5f96f18b6c,0,1,0,0,0,0,0.9998727657603027,0.9998751962152972,0.9998739809870615
Reliability builds trust.,Reliability builds trust.,5e56e4c944,1,1,0,1,1,0,0.9999999980146618,0.9999999825461506,0.9999999902804062
Reliable data builds strong arguments.,Reliable data builds strong arguments.,1c48b622a8,1,0,0,1,1,0,0.9999994754119119,0.9999977140023691,0.9999985947067527
Reliable friends are invaluable.,Reliable friends are invaluable.,4800555d4a,1,1,0,1,1,0,0.9999999331233176,0.9999996906236857,0.9999998118734943
Reliable sources provide accurate data.,Reliable sources provide accurate data.,20e64b12b5,0,1,0,0,0,0,0.9999906832297522,0.9999410449412137,0.9999658637774774
Religious teachings encourage kindness.,Religious teachings encourage kindness.,b872891132,1,1,0,1,1,0,0.9999994106777734,0.999999422008532,0.9999994163431527
Religious vows often involve lifelong commitments.,Religious vows often involve lifelong commitments.,8eb629bf5a,1,1,0,1,1,0,0.9999999342548579,0.9999991590280471,0.9999995466413774
Reliving happy memories boosts morale.,Reliving happy memories boosts morale.,bfd18701f7,1,1,0,1,1,0,0.9999999849018191,0.9999997873685775,0.9999998861351934
Renaissance art emphasized realism and humanism.,Renaissance art emphasized realism and humanism.,d46e363128,1,1,0,1,1,0,0.9999984830402084,0.9999998538607011,0.9999991684502199
Renewable energies are eco-friendly alternatives.,Renewable energies are eco-friendly alternatives.,2d9819110e,0,1,0,0,0,0,0.9999999758136349,0.9999996906231363,0.9999998332183754
Respect others’ opinions.,Respect others’ opinions.,65d5516a1c,1,1,0,1,1,0,0.9999992151358521,0.9999920211044642,0.9999956181136889
Responding promptly is courteous.,Responding promptly is courteous.,0622508895,1,1,0,1,1,1,0.9999996541256276,0.9999998123534163,0.9999997332395189
Responsible pet ownership enhances animal welfare.,Responsible pet ownership enhances animal welfare.,fc6790150e,1,1,0,1,1,1,0.9999999609236797,0.9999997590574824,0.999999859990576
Resting is like recharging your life battery.,Resting is like recharging your life battery.,3b8255419d,0,1,0,1,1,0,0.9999998647157801,0.9999993450498332,0.9999996048827728
Revisiting educational content solidifies knowledge.,Revisiting educational content solidifies knowledge.,b561b50082,1,0,0,1,1,0,0.9999999288644034,0.9999998344024827,0.9999998816334419
Riding a bike is good exercise.,Riding a bike is good exercise.,0cce53de5e,0,1,0,1,0,0,0.9999999759101482,0.9999999673919138,0.9999999716510309
Rigorous methods enhance studies.,Rigorous methods enhance studies.,755d0c0662,0,1,0,1,0,0,0.9999995037983824,0.9999957291969825,0.9999976164959016
Rio de Janeiro is famous for its carnival.,Rio de Janeiro is famous for its carnival.,f707943465,0,1,0,1,0,0,0.9999999944945528,0.999999967391916,0.9999999809432343
Rivers carve valleys.,Rivers carve valleys.,6b08cb9275,0,1,0,0,0,0,0.9999989415469865,0.999985093511958,0.999992017505501
Rivers flow to the sea.,Rivers flow to the sea.,567a165139,0,1,0,0,0,0,0.9999365092076353,0.9997358091649082,0.9998361541503833
Rivers nourish surrounding ecosystems.,Rivers nourish surrounding ecosystems.,a5681668c5,0,1,0,0,0,0,0.9999999372228767,0.9999996027522452,0.999999769987547
Robotics automates complex tasks.,Robotics automates complex tasks.,ce4c23733f,0,1,0,1,0,0,0.9999985455608689,0.9999987763922559,0.9999986609765558
Romania's Carpathian Mountains are mystical.,Romania's Carpathian Mountains are mystical.,7dc0a5b0d0,0,1,0,0,1,0,0.9941978305443366,0.9764954978131322,0.9853069092735156
Rome is rich with ancient history.,Rome is rich with ancient history.,63d26aac2b,1,0,0,1,1,0,0.9999999159181635,0.9999998861865952,0.9999999010523792
Rosa Parks' actions sparked the Montgomery Bus Boycott.,Rosa Parks' actions sparked the Montgomery Bus Boycott.,3a86b7968b,0,1,0,1,1,0,0.999999932716807,0.9999994899243274,0.9999997113205427
Running clears your mental fog.,Running clears your mental fog.,0a69abe2fc,0,1,0,1,0,0,0.9999821378445128,0.9998184170042917,0.9999002740735039
Russia's Siberian wilderness is immense.,Russia's Siberian wilderness is immense.,1ae8370f0b,0,1,0,0,1,0,0.9999998509956837,0.999999257843569,0.9999995544195823
Safety first.,Safety first.,1357ff9751,1,1,0,1,1,0,0.9999997344023059,0.9999987763922279,0.9999992553971522
Safety protocols prevent accidents.,Safety protocols prevent accidents.,c83d697dc5,0,1,0,1,0,0,0.9999994506597046,0.9999977140021622,0.9999985823305564
Salvador Dalí was known for his surrealist works.,Salvador Dalí was known for his surrealist works.,bef6152b05,1,0,0,1,1,0,0.9999999938847287,0.9999999217772728,0.999999957831
Sand dunes are windy.,Sand dunes are windy.,9cdde1fad9,0,1,0,0,0,0,0.9999999994854453,0.9967862444662394,0.9983918288694766
Save for a rainy day.,Save for a rainy day.,81e1d7c7f7,0,1,0,1,1,0,0.9999998839554644,0.9999998861866045,0.9999998850710344
Saving money ensures financial security.,Saving money ensures financial security.,aa49e9a0dd,1,1,0,1,0,0,0.9999988111573639,0.9999929586408023,0.9999958848948016
Saying good morning builds rapport.,Saying good morning builds rapport.,0e68f17355,1,1,0,1,1,1,0.9999983841566672,0.999999422008524,0.999998903082461
Saying sorry mends relationships.,Saying sorry mends relationships.,39924058fb,1,1,0,1,1,1,0.9993013125839015,0.9947069399926539,0.9970014798238643
Scalars measure magnitude only.,Scalars measure magnitude only.,7c8a172ec7,0,1,0,0,0,0,0.6793182263831976,0.999440789980816,0.8239771506691128
Scenic drives relax the mind.,Scenic drives relax the mind.,11bf73c8ed,0,1,0,1,1,0,0.9999990180046067,0.9999977140002855,0.9999983660022336
Science builds on empirical facts.,Science builds on empirical facts.,4e3a02a3ac,1,0,0,1,0,0,0.999997156340357,0.999998219662933,0.9999976880015037
Scotland has iconic castles.,Scotland has iconic castles.,6309d92bc7,0,1,0,1,0,0,0.9999960471263794,0.9999831087473137,0.9999895779159211
Sculpting requires precision and skill.,Sculpting requires precision and skill.,fbd257b400,0,1,0,1,0,0,0.9999998178594498,0.9999999864069276,0.9999999021331851
Sculptors shape materials into forms.,Sculptors shape materials into forms.,40191449ec,0,1,0,0,0,0,0.999999989917621,0.9999999113620406,0.99999995063983
Sculpture can memorialize history.,Sculpture can memorialize history.,2c3e359579,0,0,0,1,1,0,0.9999999620721292,0.9999999390800753,0.9999999505761021
Self-driving cars rely on advanced sensor technology.,Self-driving cars rely on advanced sensor technology.,f35ad558b0,0,1,0,0,0,0,0.9999999883304185,0.9999999462383599,0.999999967284389
Sequences follow specific patterns.,Sequences follow specific patterns.,b674381987,0,1,0,0,0,0,0.9999362082965023,0.9999909587370183,0.9999635831420453
