statement_number,statement,behavior,everyday,figure_of_speech,judgment,opinion,reasoning,category,elicitation
3790,we all want every living american citizen to vote once,1,1,0,1,1,1,Society and social sciences,campaign email
3791,we are at a moment in our countrys history where we need to heal and unify,1,0,0,1,1,0,General reference,campaign email
3792,we are counting on your support,1,0,0,1,0,0,History and events,campaign email
3793,we are less than 61 000 away from our fundraising goal,0,1,0,0,0,0,Human activities,campaign email
3794,we are likely to succeed going down in flames,0,1,0,0,0,1,General reference,category response
3795,we are reaching out to build support for our grassroots organization,1,1,0,0,0,1,Health and fitness,campaign email
3796,we are sinful not merely because we have eaten of the tree of knowledge but also because we have not eaten of the tree of life,1,0,1,1,1,1,Philosophy and thinking,aphorism
3797,we are six weeks away from the june 9th election,0,1,0,0,0,0,Society and social sciences,campaign email
3798,we are taught to clothe our minds as we do our bodies after the fashion in vogue and it is accounted fantastical or something worse not to do so,1,0,1,1,1,0,General reference,aphorism
3799,we build too many walls and not enough bridges,0,0,1,1,0,1,General reference,aphorism
3800,we buy things we don't need with money we don't have to impress people we don't like,1,1,1,1,1,0,Human activities,aphorism
3801,we can achieve a more prosperous vermont,1,0,0,1,1,0,Society and social sciences,campaign email
3802,we can all do little things to help protect our health,1,1,0,1,1,0,Health and fitness,campaign email
3803,we can always count on philosophy and human thought to provide opinions on just about anything,1,0,0,1,1,0,Philosophy and thinking,category response
3804,we can deliver on the constitutions promise of equal protection under the law,0,0,0,0,1,1,General reference,campaign email
3805,we can easily solve our country's problems,0,0,0,1,1,1,Culture and the arts,campaign email
3806,we can get tulsis message out loud and proud and we can do it today with your help,1,0,0,1,1,1,Philosophy and thinking,campaign email
3807,we can overcome it if we act with determination,1,1,0,1,1,0,Philosophy and thinking,campaign email
3808,we can provide insurance for every citizen,0,1,0,1,0,0,Geography and places,campaign email
3809,we can stop this group from turning arizona blue,1,1,0,0,0,1,Human activities,campaign email
3810,we can wear masks and take actions to protect our health while also maintaining our liberties,1,1,0,1,1,1,Health and fitness,campaign email
3811,we can work through this period of history safely,1,1,0,1,1,0,History and events,campaign email
3812,we cannot direct the wind but we can adjust the sails,1,1,1,1,1,0,Philosophy and thinking,aphorism
3813,we cannot ignore the call to protect our environment,1,1,0,1,1,1,Natural and physical sciences,campaign email
3814,we cannot let our opponent outwork us i need your help,1,1,0,1,1,0,Human activities,campaign email
3815,we cannot let partisanship get in the way of what our nation needs right now,1,1,0,1,0,0,Philosophy and thinking,campaign email
3816,we cannot rely on our basic instincts for some things,1,0,0,1,1,0,People and self,campaign email
3817,we cannot tear out a single page of our life but we can throw the whole book in the fire,1,1,1,1,1,1,Philosophy and thinking,aphorism
3818,we do not need extreme measures to protect against coronavirus,1,0,0,1,0,0,Society and social sciences,campaign email
3819,we don't need other states telling us what's best for new hampshire,1,0,0,1,1,0,Society and social sciences,campaign email
3820,we dont need people with decades of state house experience,1,0,1,1,1,0,Society and social sciences,campaign email
3821,we dont take any corporate pac money so we rely only on supporters like you,1,0,0,1,0,1,Society and social sciences,campaign email
3822,we drink one another`s health and spoil our own,0,1,1,1,0,1,General reference,aphorism
3823,we find greater violence and more perseverance among the wretched,1,0,1,0,0,1,General reference,aphorism
3824,we have 4 240 left to raise today,1,1,0,0,0,0,Human activities,campaign email
3825,we have a new order of yard signs arriving this week,1,1,0,1,0,0,Human activities,campaign email
3826,we have done flag and signwaving from bellingham to everett,1,1,0,1,0,0,Human activities,campaign email
3827,we have just one week left until the fundraising freeze,1,1,0,1,0,0,Culture and the arts,campaign email
3828,we have to be cautious not scared right now,1,0,0,1,1,1,Society and social sciences,campaign email
3829,we have to continue to learn we have to be open and we have to be ready to release our knowledge in order to come to a higher understanding of reality,1,0,0,1,1,1,Human activities,aphorism
3830,we have to fight back and i need your help,1,1,0,1,1,1,General reference,campaign email
3831,we have to stop her lies from getting into our homes by drowning out her ad with our ad on the air,0,1,0,1,1,1,General reference,campaign email
3832,we have to wear mask or stay home,1,1,0,1,1,1,Society and social sciences,campaign email
3833,we hould always try to rethink and question our assumptions,0,0,0,0,0,1,Religion and belief systems,news media
3834,we know its worked here in michigan and across the country,1,1,0,1,1,0,Society and social sciences,campaign email
3835,we know that voting by mail shouldnt be a partisan issue,1,1,0,1,0,1,General reference,campaign email
3836,we know what we are but know not what we may be,1,0,0,1,1,1,Philosophy and thinking,aphorism
3837,we look forward to uniting republicans,1,1,0,1,1,1,Society and social sciences,campaign email
3838,we make a fine bourbon at a profit if we can at a loss if we must but always fine bourbon,1,0,0,1,0,1,General reference,aphorism
3839,we must act out passion before we can feel it,1,0,0,1,1,1,Human activities,aphorism
3840,we must all suffer one of two things the pain of discipline or the pain of regret and disappointment,1,0,1,1,1,1,Human activities,aphorism
3841,we must be aware of the harms of digital addiction,0,0,0,0,1,1,Culture and the arts,news media
3842,we must convince america that we can bring back american values,1,1,0,1,1,0,Society and social sciences,campaign email
3843,we must oppose the radical left's crazy ideas,1,1,0,1,1,0,Society and social sciences,campaign email
3844,we must provide equal oppurtunity to learn,0,0,0,0,0,1,General reference,news media
3845,we must spare our enemies or it will be our loss since they and all their belongings will be ours soon,1,1,1,1,1,1,Human activities,aphorism
3846,we must study the history of philosophy to have a full understanding of those who came before us,1,0,0,1,1,1,Philosophy and thinking,category response
3847,we national mask mandate to stop the spread of covid19,1,0,0,1,1,1,Health and fitness,campaign email
3848,we need a leader who restores conservative values,1,0,1,0,1,0,General reference,campaign email
3849,we need a real hoosier representing us in congress,1,1,0,1,0,0,Natural and physical sciences,campaign email
3850,we need a steady leader to ensure fairness,1,0,0,1,1,1,Society and social sciences,campaign email
3851,we need clear leadership and your support to provide that,1,1,0,1,1,1,Society and social sciences,campaign email
3852,we need democratic values in order to succeed,1,0,0,1,1,1,Religion and belief systems,campaign email
3853,we need gentle leadership in this time,1,1,0,1,1,1,General reference,campaign email
3854,we need leaders who have seen firsthand the way policies impact people,1,1,1,1,0,0,Mathematics and logic,campaign email
3855,we need more leadership from the medical community and less from the government,0,0,0,1,1,0,General reference,campaign email
3856,we need more people who think like everyday americans,1,1,0,1,1,0,Society and social sciences,campaign email
3857,we need more progressives in congress,1,0,0,1,1,0,Geography and places,campaign email
3858,we need someone to champion public safety for south carolina,1,1,0,1,1,0,Society and social sciences,campaign email
3859,we need someone who can base policy on the evidence we have,1,0,0,1,1,0,Society and social sciences,campaign email
3860,we need someone who knows the people and their concerns,1,1,0,1,1,0,Society and social sciences,campaign email
3861,we need someone who listens to the people,1,0,0,1,1,1,People and self,campaign email
3862,we need someone who will work on the issues that matter to the people,1,0,0,1,1,0,Society and social sciences,campaign email
3863,we need this national security risk out of office asap,1,1,1,1,0,1,Health and fitness,campaign email
3864,we need to address the basic lingering problems in michigan with obvious answers,0,0,0,1,0,1,Philosophy and thinking,campaign email
